ID;RK;PICK;CLASS;Height;PLAYER;Min_RecRk;TEAM;CONF;G;ROLE;MIN_PER;PRPG;D_PRPG;BPM;OBPM;DBPM;ORTG;D_RTG;USG;EFG;TS;OR;DR;AST;TO;A_TO;BLK;STL;FTR;FC_40;Dunks;CLOSE2;CLOSE2_PER;FAR 2; FAR2_PER;FT;FT_PER;2P;2P_PER;3P_100;3P;3P_PER;AST;REB;PTS;Dunks_M;Dunks_A;Close2_M;Close2_A;FAR2_M;FAR2_A;FTM;FTA;2PM;2PA;3PM;3PA;Year
58;14.62;-;Jr;06/jan;Michael Forrest;0;Florida Atlantic;CUSA;31;Combo G;77.7;2.6;2.5;1.1;2.1;-0.9;107.3;104.4;22.3;51.4;55.5;1.6;10.7;17.7;19.3;1.4;0.1;1.7;23.9;1.8;0-0;37-74;.500;14-34;.412;68-78;.872;51-108;.472;13.2;78-219;.356;3.0;3.4;13.2;;;;;;;;;;;;;
59;14.63;-;So;06/ago;Josh Kunen;0;San Francisco;WCC;33;Stretch 4;49.2;0.7;2.3;1.3;-0.9;2.2;103.8;93.9;12.3;50.0;51.8;4.5;14.6;6.5;17.6;1.1;1.7;1.7;30.0;4.8;02/fev;20-28;.714;04/nov;.364;22-36;.611;24-39;.615;7.0;24-81;.296;0.8;3.3;4.3;;;;;;;;;;;;;
60;14.65;-;Jr;06/mar;Skyelar Potter;0;Morehead St.;OVC;31;Wing G;71.9;1.7;2.7;-0.2;0.1;-0.3;104.1;100.5;19.4;50.2;53.8;4.5;15.6;9.8;16.8;1.1;0.1;1.5;28.2;3.1;dez/17;43-70;.614;dez/36;.333;57-74;.770;55-106;.519;10.6;51-156;.327;1.7;5.1;10.4;;;;;;;;;;;;;
61;14.65;-;Jr;06/jun;Tim Finke;42.4;Wright St.;Horz;35;Wing G;90.6;0.6;2.5;-0.6;0.2;-0.8;101.7;107.5;14.3;46.4;48.2;4.1;12.4;12.5;17.3;1.7;1.1;1.4;13.1;1.3;07/jul;32-51;.627;23-68;.338;28-38;.737;55-119;.462;7.7;53-171;.310;2.7;5.2;8.8;;;;;;;;;;;;;
62;14.66;-;Jr;06/abr;Ebby Asamoah;0;Delaware;CAA;32;Wing G;56.6;1.8;2.0;1.1;0.9;0.2;118.7;103.7;13.2;57.4;62.3;2.2;14.9;5.3;13.9;0.9;1.8;1.8;33.3;4.0;04/mai;ago/15;.533;mai/13;.385;46-52;.885;13-28;.464;9.8;51-128;.398;0.7;3.5;7.0;;;;;;;;;;;;;
63;14.67;-;Sr;06/mar;Zach Nutall;0;SMU;Amer;33;Wing G;59.8;0.6;2.6;-0.5;-0.7;0.2;94.9;96.4;16.7;46.6;47.2;2.1;13.5;11.7;15.3;1.4;0.4;1.2;16.4;2.3;04/mai;24-41;.585;mar/26;.115;19-36;.528;27-65;.415;11.2;50-154;.325;1.5;3.7;6.8;;;;;;;;;;;;;
64;14.71;-;Sr;06/abr;Tywhon Pickford;0;Northern Iowa;MVC;31;Wing G;54.7;1.3;1.8;0.5;0.7;-0.1;110.2;104.1;13.5;54.3;56.8;6.9;13.6;10.5;18.9;1.3;0.0;1.5;23.9;2.3;02/fev;40-67;.597;abr/14;.286;21-28;.750;44-81;.543;3.1;13-36;.361;1.3;3.7;5.0;;;;;;;;;;;;;
65;14.75;-;Sr;06/mar;Ishmael El-Amin;40.8;Rhode Island;A10;30;Combo G;55.8;0.8;2.1;-0.9;-1.5;0.6;103.7;100.1;14.6;51.7;55.9;2.1;7.1;9.1;19.0;1.0;0.9;2.0;22.5;3.9;01/fev;15-31;.484;15-39;.385;31-34;.912;30-70;.429;7.0;32-81;.395;1.1;1.8;6.5;;;;;;;;;;;;;
66;14.82;-;Jr;06/fev;Andre Gordon;41.6;Texas A&M;SEC;38;Combo G;49.6;1.2;2.4;3.8;0.9;2.8;107.6;93.0;13.8;52.8;54.3;1.5;11.2;13.2;17.9;1.8;0.7;3.1;14.0;2.2;03/mar;19-33;.576;18-44;.409;18-25;.720;37-77;.481;7.5;38-101;.376;1.5;2.2;5.4;;;;;;;;;;;;;
67;14.85;-;Sr;06/jan;Ryan Larson;0;Wofford;SC;30;Combo G;83.2;1.9;3.0;1.2;0.3;0.9;109.1;101.6;16.1;53.9;57.1;0.4;14.2;20.0;21.2;2.1;0.4;2.3;23.8;1.9;0-0;16-26;.615;nov/28;.393;40-49;.816;27-54;.500;9.5;56-152;.368;3.6;3.5;8.8;;;;;;;;;;;;;
68;14.88;-;Jr;06/jun;Seneca Knight;0;BYU;WCC;26;Wing G;44.3;1.6;2.3;2.4;1.3;1.0;102.2;97.9;19.2;46.4;51.0;4.5;11.8;10.9;16.4;1.2;1.7;1.3;36.3;3.1;04/abr;26-42;.619;18-54;.333;45-61;.738;45-97;.464;7.0;22-71;.310;1.4;3.4;7.5;;;;;;;;;;;;;
69;14.89;-;Jr;06/fev;Al-Amir Dawes;78.4;Clemson;ACC;33;Combo G;73.7;2.5;2.8;3.1;2.8;0.3;107.2;99.7;19.6;54.8;57.8;0.5;10.8;14.8;16.9;1.4;0.1;1.8;20.1;1.6;0-0;22-47;.468;13-36;.361;50-59;.847;35-83;.422;12.9;84-211;.398;2.3;2.8;11.3;;;;;;;;;;;;;
70;14.94;-;Jr;06/mai;Max Rice;0;Boise St.;MWC;34;Wing G;54.1;0.2;2.5;-0.9;-2.3;1.4;95.4;94.6;12.8;39.9;44.0;3.1;13.7;8.3;14.9;1.3;0.0;1.2;23.8;2.9;0-0;14-25;.560;jul/29;.241;26-34;.765;21-54;.389;7.4;24-89;.270;0.9;3.0;4.0;;;;;;;;;;;;;
71;15.05;-;Sr;06/mar;Sean McNeil;0;West Virginia;B12;32;Combo G;81.6;3.4;3.1;3.1;3.1;0.0;110.7;100.5;17.2;50.2;54.2;1.2;7.9;8.8;10.7;1.3;0.3;1.2;23.1;1.2;0-0;26-44;.591;51-125;.408;65-75;.867;77-169;.456;8.4;57-155;.368;1.4;2.5;12.2;;;;;;;;;;;;;
72;15.14;-;Jr;06/abr;Jabari Rice;0;New Mexico St.;WAC;31;Wing G;80.7;2.5;3.3;1.6;1.3;0.3;103.7;98.2;21.7;48.1;53.5;4.3;13.3;19.2;21.4;1.2;1.2;1.2;38.4;2.4;04/abr;39-64;.609;19-68;.279;88-112;.786;58-132;.439;9.4;55-160;.344;3.1;5.1;11.9;;;;;;;;;;;;;
73;15.34;-;Sr;06/mar;Jacob Boonyasith;0;UMBC;AE;31;Combo G;57.8;0.8;1.4;-1.1;-0.3;-0.9;107.9;110.4;14.6;54.9;55.8;2.8;11.3;12.0;15.6;1.8;0.6;1.5;11.7;2.6;0-0;19-37;.514;jul/18;.389;13-19;.684;26-55;.473;8.7;42-107;.393;1.6;3.1;6.1;;;;;;;;;;;;;
74;15.37;-;Sr;06/abr;Coletrane Washington;0;Drexel;CAA;27;Combo G;53.9;1.2;1.6;0.3;0.7;-0.3;111.6;107.2;13.9;54.3;55.0;2.2;4.2;5.8;9.0;1.5;0.8;1.1;11.2;2.2;0-0;dez/18;.667;set/21;.429;nov/17;.647;21-39;.538;10.9;41-113;.363;0.8;1.2;6.5;;;;;;;;;;;;;
75;15.37;-;Sr;06/jun;Keegan McDowell;0;Liberty;ASun;29;Wing G;76.4;1.8;2.6;0.5;1.1;-0.6;113.7;103.6;14.3;58.4;60.2;1.4;12.4;5.0;10.2;1.1;0.4;0.7;13.3;2.0;0-0;dez/21;.571;ago/23;.348;25-30;.833;19-43;.442;12.0;75-182;.412;0.8;3.7;9.9;;;;;;;;;;;;;
76;15.49;-;Jr;06/fev;Bryan Trimble Jr.;31.6;Akron;MAC;21;Wing G;47.2;1.3;2.1;-0.7;0.0;-0.7;103.2;106.5;18.6;49.5;50.7;0.2;8.7;5.4;8.9;0.9;0.0;1.8;10.1;2.8;0-0;02/mar;.667;18-42;.429;15-21;.714;20-45;.444;16.7;55-162;.340;0.7;2.1;10.4;;;;;;;;;;;;;
77;15.50;-;So;06/abr;Matt Allocco;0;Princeton;Ivy;28;Wing G;53.9;1.1;1.5;-0.6;-0.7;0.1;118.0;106.7;10.4;61.2;60.7;2.8;12.8;10.1;17.3;2.2;0.3;1.7;28.2;2.5;01/jan;19-29;.655;jun/16;.375;13-24;.542;25-45;.556;3.8;18-40;.450;1.5;2.8;4.1;;;;;;;;;;;;;
78;15.50;-;Jr;06/jan;Alex Rivera;0;LIU Brooklyn;NEC;26;Combo G;56.9;0.8;1.7;-1.9;-1.5;-0.4;104.2;107.8;14.6;52.3;52.9;1.9;13.2;17.5;18.1;2.1;1.2;1.5;24.5;3.6;02/mar;out/21;.476;ago/21;.381;21-38;.553;18-42;.429;9.3;42-113;.372;2.5;3.7;7.0;;;;;;;;;;;;;
79;15.51;-;Jr;06/mar;Caleb Grill;65.2;Iowa St.;B12;35;Combo G;59.9;1.6;3.2;4.2;0.9;3.3;109.5;89.5;13.5;53.2;53.7;2.0;11.4;12.3;11.5;2.4;0.9;2.5;7.9;3.4;02/fev;19-25;.760;mar/13;.231;out/16;.625;22-38;.579;11.6;57-164;.348;1.5;2.6;6.4;;;;;;;;;;;;;
80;15.53;-;Sr;06/fev;Michael Nuga;0;UNLV;MWC;30;Wing G;51.1;0.6;2.0;0.5;-0.2;0.6;94.4;99.6;17.1;46.6;48.8;2.7;14.1;9.2;16.5;1.0;0.4;1.6;14.9;2.6;0-0;26-66;.394;jun/15;.400;20-26;.769;32-81;.395;8.9;33-94;.351;1.0;3.0;6.1;;;;;;;;;;;;;
81;15.53;-;So;06/jan;Steven Ashworth;0;Utah St.;MWC;32;Scoring PG;65.7;2.7;2.7;3.6;2.6;1.0;114.8;98.6;17.6;54.9;59.0;1.6;8.9;23.2;17.2;2.5;0.0;1.9;26.2;2.8;0-0;19-39;.487;jul/20;.350;49-56;.875;26-59;.441;10.5;61-155;.394;3.5;2.5;8.7;;;;;;;;;;;;;
82;15.54;-;Jr;06/jan;Ethan Anderson;34.8;USC;P12;34;Combo G;52.3;0.5;2.1;0.1;-1.3;1.4;96.7;98.0;14.7;44.4;44.0;2.4;9.3;18.2;18.0;2.3;1.3;1.5;13.7;2.7;01/jan;28-56;.500;18-52;.346;ago/22;.364;46-108;.426;4.4;17-53;.321;2.2;2.3;4.4;;;;;;;;;;;;;
83;15.54;-;Sr;06/jul;Drew Friberg;0;Princeton;Ivy;28;Wing G;75.7;2.4;2.1;1.3;2.0;-0.7;121.8;107.6;13.6;58.4;59.2;1.9;11.8;6.8;7.0;2.7;0.2;1.5;11.2;2.3;0-0;dez/18;.667;mai/17;.294;17-24;.708;17-35;.486;12.1;72-179;.402;1.3;3.6;9.3;;;;;;;;;;;;;
84;15.56;-;So;05/nov;Latrell Jossell;41.4;Stephen F. Austin;WAC;28;Combo G;67.2;1.8;2.4;0.6;0.5;0.0;111.5;102.1;16.1;52.3;56.6;0.6;6.7;9.8;16.6;1.1;0.0;2.1;22.7;3.8;0-0;mai/13;.385;dez/31;.387;45-49;.918;17-44;.386;12.8;64-172;.372;1.4;1.6;9.2;;;;;;;;;;;;;
85;15.57;-;Jr;06/mar;Hunter Cattoor;0;Virginia Tech;ACC;36;Combo G;81.9;3.2;3.7;5.3;3.0;2.3;118.0;94.5;15.1;58.5;59.8;1.3;13.9;11.4;12.7;2.0;0.6;2.1;18.0;2.7;01/fev;28-52;.538;out/27;.370;36-50;.720;38-79;.481;10.6;83-199;.417;2.0;4.0;10.0;;;;;;;;;;;;;
86;15.60;-;So;06/mar;Ty Berry;72.8;Northwestern;B10;30;Combo G;54.4;1.1;2.2;0.2;-0.5;0.7;102.2;98.2;16.3;51.3;52.8;0.7;11.3;8.4;11.3;1.6;0.7;1.8;14.4;3.5;0-0;set/23;.391;14-38;.368;20-28;.714;23-61;.377;11.7;51-133;.383;1.1;2.3;7.4;;;;;;;;;;;;;
87;15.61;-;So;06/mai;Morgan Safford;0;Wofford;SC;29;Wing G;68.7;0.4;2.4;-1.8;-1.8;0.0;98.3;103.1;14.7;47.1;47.9;5.0;11.8;8.2;15.9;1.2;0.5;1.9;19.4;3.6;03/abr;34-60;.567;02/out;.200;18-34;.529;36-70;.514;7.9;31-105;.295;1.3;3.4;6.5;;;;;;;;;;;;;
88;15.62;-;Jr;06/abr;Ryan Langborg;0;Princeton;Ivy;27;Wing G;74.6;2.7;2.2;1.7;2.1;-0.4;120.6;107.0;15.2;60.7;62.8;1.1;12.1;8.8;12.2;1.8;1.0;1.5;19.2;2.6;0-0;30-44;.682;jul/16;.438;33-41;.805;37-60;.617;10.6;62-154;.403;1.8;3.5;10.7;;;;;;;;;;;;;
89;15.64;-;Sr;06/abr;Eric Hunter Jr.;70;Purdue;B10;37;Combo G;63.9;1.9;2.4;2.3;1.3;1.0;113.5;100.4;13.1;56.1;58.1;2.5;7.0;12.7;20.1;1.7;0.1;1.5;31.2;2.3;02/fev;35-60;.583;nov/35;.314;37-54;.685;46-95;.484;4.9;34-78;.436;2.0;2.1;6.2;;;;;;;;;;;;;
90;15.65;-;Sr;06/jan;David Jean-Baptiste;0;Chattanooga;SC;31;Combo G;78.6;3.1;3.1;2.3;2.2;0.1;111.3;100.3;21.8;51.4;54.4;1.6;7.7;12.6;13.5;1.4;0.2;2.2;17.0;1.8;01/jan;47-86;.547;28-69;.406;56-65;.862;75-155;.484;13.3;81-227;.357;2.2;2.5;14.3;;;;;;;;;;;;;
91;15.69;-;So;06/jul;Jalen Celestine;20;California;P12;31;Wing G;60.2;1.2;2.3;0.0;-0.7;0.7;99.0;100.2;17.6;48.6;50.9;3.6;10.9;7.6;14.4;0.9;0.6;1.3;14.5;3.8;02/fev;40-64;.625;19-62;.306;25-31;.806;59-126;.468;7.0;30-88;.341;0.9;3.1;7.5;;;;;;;;;;;;;
92;15.70;-;Sr;06/abr;Myles Dread;67.4;Penn St.;B10;31;Combo G;66.6;1.9;2.8;3.3;0.3;2.9;115.9;96.8;12.2;57.9;58.4;2.1;9.7;10.0;14.5;1.9;0.3;2.4;9.5;3.3;0-0;04/out;.400;mai/13;.385;out/15;.667;set/23;.391;10.4;55-135;.407;1.4;2.7;6.2;;;;;;;;;;;;;
93;15.72;-;Sr;06/fev;Stef Smith;0;St. John's;BE;31;Combo G;41.4;1.2;1.6;0.6;0.5;0.2;102.8;100.3;19.2;46.4;49.3;2.5;9.0;17.8;14.2;2.2;0.6;1.9;22.2;3.6;01/jan;26-44;.591;17-45;.378;29-40;.725;43-89;.483;9.2;27-91;.297;1.9;1.9;6.3;;;;;;;;;;;;;
94;15.75;-;Jr;06/jan;DJ Horne;0;Arizona St.;P12;30;Combo G;71.4;2.3;3.0;2.2;1.9;0.3;99.7;97.7;22.1;50.0;52.1;1.4;9.0;13.8;13.9;1.2;0.1;1.2;10.9;3.3;01/jan;dez/30;.400;49-108;.454;33-37;.892;61-138;.442;13.3;73-203;.360;1.9;2.9;12.5;;;;;;;;;;;;;
95;15.75;-;Jr;06/mai;Jake Wolfe;0;Morehead St.;OVC;31;Combo G;64.1;1.1;2.1;-0.5;-1.0;0.5;109.8;104.3;13.1;59.1;62.0;5.5;6.4;12.9;25.6;1.3;0.6;1.6;36.4;3.3;0-0;33-55;.600;jul/23;.304;33-44;.750;40-78;.513;3.3;21-43;.488;1.8;2.7;5.8;;;;;;;;;;;;;
96;15.79;-;Jr;06/mai;Anderson Kopp;0;UMKC;Sum;25;Wing G;52.7;0.7;1.7;0.3;0.5;-0.2;106.5;105.5;15.3;51.4;53.0;1.9;14.5;8.0;9.4;2.6;1.2;1.4;13.5;3.5;0-0;04/out;.400;15-41;.366;15-20;.750;19-51;.373;10.0;38-97;.392;1.3;3.0;8.3;;;;;;;;;;;;;
97;15.81;-;So;06/abr;Kane Milling;0;UC Davis;BW;22;Wing G;70.8;0.6;2.5;0.1;-1.0;1.1;104.5;102.3;12.9;52.7;54.7;1.5;12.0;8.4;16.0;1.3;0.4;2.0;16.3;1.9;01/jan;17-26;.654;dez/33;.364;16-21;.762;29-59;.492;6.6;26-70;.371;1.3;3.3;7.0;;;;;;;;;;;;;
98;15.89;-;Sr;06/abr;Adam Kunkel;0;Xavier;BE;34;Combo G;53.6;1.7;2.3;0.9;0.5;0.4;101.8;98.0;20.0;47.3;50.0;0.6;10.3;14.9;12.5;1.8;0.4;2.0;19.4;3.0;01/jan;24-44;.545;24-67;.358;40-53;.755;48-111;.432;12.0;54-162;.333;1.8;2.2;8.8;;;;;;;;;;;;;
99;15.91;-;Jr;05/out;Nick Honor;52.6;Clemson;ACC;33;Scoring PG;62.9;1.8;2.3;1.2;0.7;0.5;106.8;101.1;17.5;47.6;51.4;1.3;5.0;17.7;12.7;2.5;0.3;2.0;18.4;2.1;0-0;36-68;.529;17-46;.370;38-42;.905;53-114;.465;8.2;37-114;.325;2.4;1.4;7.7;;;;;;;;;;;;;
100;15.92;-;Jr;06/mai;John Tonje;0;Colorado St.;MWC;29;Wing G;61.0;2.2;2.3;0.5;1.2;-0.7;109.5;101.7;18.3;54.0;59.1;2.9;11.1;6.1;14.0;0.8;1.0;1.0;40.4;2.7;07/ago;38-62;.613;17-40;.425;62-76;.816;55-102;.539;7.1;31-86;.360;0.9;3.0;9.1;;;;;;;;;;;;;
101;15.99;-;Jr;06/jul;Kyle Rode;24.4;Liberty;ASun;30;Scoring PG;76.5;2.5;2.9;2.0;0.7;1.4;113.4;100.5;18.4;56.0;60.0;1.5;15.4;25.3;20.4;2.3;0.8;1.6;25.2;3.2;01/jan;42-70;.600;15-45;.333;47-53;.887;56-110;.509;6.6;41-100;.410;4.2;4.5;9.0;;;;;;;;;;;;;
102;16.01;-;Sr;06/jan;Jamari Wheeler;22;Ohio St.;B10;31;Scoring PG;70.9;2.4;3.0;2.9;1.1;1.8;112.9;98.3;14.8;57.2;60.4;2.4;10.0;18.4;23.4;1.8;0.2;2.5;21.7;3.3;0-0;30-46;.652;ago/22;.364;31-36;.861;38-68;.559;6.6;38-98;.388;3.0;3.2;7.1;;;;;;;;;;;;;
103;16.01;-;Sr;06/mai;Adham Eleeda;0;Bryant;NEC;31;Wing G;79.4;1.0;2.1;-1.9;-0.5;-1.4;105.5;108.6;14.7;49.5;52.2;2.0;13.1;4.6;14.3;0.7;0.2;1.3;15.9;2.6;0-0;04/mai;.800;01/jun;.167;38-45;.844;05/nov;.455;15.1;90-272;.331;0.9;4.9;10.3;;;;;;;;;;;;;
104;16.03;-;Jr;06/mai;Flynn Cameron;66.4;UC Riverside;BW;26;Wing G;77.8;1.4;2.9;0.3;0.0;0.3;99.1;100.5;19.0;50.7;53.8;3.1;11.6;9.9;16.9;0.9;0.4;1.9;21.9;3.5;01/jan;31-55;.564;jun/21;.286;39-49;.796;37-76;.487;11.1;51-148;.345;1.5;4.1;10.5;;;;;;;;;;;;;
105;16.04;-;Sr;06/ago;Kayo Goncalves;0;South Alabama;SB;29;Wing F;74.7;0.9;2.7;0.7;-0.3;1.0;107.9;100.9;11.4;53.7;53.5;0.7;14.1;4.3;9.6;1.2;2.7;1.6;4.8;3.6;0-0;02/set;.222;05/nov;.455;04/set;.444;jul/20;.350;11.5;63-169;.373;0.7;3.9;7.4;;;;;;;;;;;;;
106;16.09;-;Sr;6-0;Luke Smith;0;Belmont;OVC;32;Combo G;61.2;1.5;2.3;-0.2;-1.0;0.8;109.1;100.4;16.2;51.7;55.2;0.6;8.7;15.0;13.9;2.4;0.3;2.9;19.6;3.4;0-0;27-41;.659;ago/15;.533;35-40;.875;35-56;.625;10.7;47-148;.318;2.3;2.0;8.1;;;;;;;;;;;;;
107;16.12;-;So;06/abr;Jorell Saterfield;0;UTEP;CUSA;31;Combo G;51.5;1.0;1.8;0.3;0.1;0.2;111.6;102.5;12.5;53.9;55.1;1.8;8.8;5.9;7.1;1.8;0.7;1.9;5.2;2.5;01/jan;jun/14;.429;nov/36;.306;08/ago;1.000;17-50;.340;9.3;44-104;.423;0.6;1.8;5.7;;;;;;;;;;;;;
108;16.16;-;So;06/mai;Julian Rishwain;34.6;San Francisco;WCC;33;Wing G;48.2;2.0;2.2;3.8;2.7;1.1;117.1;94.5;16.4;59.8;61.8;3.4;14.5;6.4;15.7;0.8;0.2;1.9;25.3;3.6;0-0;18-28;.643;mai/23;.217;33-44;.750;23-51;.451;10.9;54-123;.439;0.7;3.0;7.4;;;;;;;;;;;;;
109;16.16;-;Sr;06/mar;Jalen Gibbs;0;Jacksonville St.;ASun;30;Combo G;75.8;2.0;2.5;0.6;0.9;-0.4;108.7;103.7;18.1;53.4;57.0;2.0;12.4;9.2;15.6;1.2;0.1;1.8;30.6;2.3;01/jan;15-50;.300;out/25;.400;60-77;.779;25-75;.333;11.6;73-177;.412;1.7;3.9;11.0;;;;;;;;;;;;;
110;16.22;-;Sr;05/out;Kihei Clark;21.6;Virginia;ACC;35;Scoring PG;89.8;2.2;3.5;1.7;1.4;0.4;99.7;99.2;19.9;47.7;51.5;1.2;9.1;24.8;20.5;2.0;0.4;1.6;25.8;1.3;0-0;33-65;.508;30-81;.370;61-78;.782;63-146;.432;8.3;54-156;.346;4.4;2.9;10.0;;;;;;;;;;;;;
111;16.24;-;Sr;06/mar;Jack Ferguson;0;Colgate;Pat;34;Combo G;77.5;2.4;2.6;2.4;2.6;-0.1;112.9;103.5;18.7;57.2;59.9;1.9;14.0;11.5;14.6;1.4;1.5;2.0;25.2;2.0;0-0;38-73;.521;ago/26;.308;62-79;.785;47-100;.470;11.9;88-213;.413;1.9;4.4;12.4;;;;;;;;;;;;;
112;16.25;-;Jr;06/jun;Diante Smith;69.4;South Alabama;SB;27;Wing G;63.0;0.5;2.5;0.6;-0.4;1.0;101.2;100.8;13.0;50.0;51.7;3.0;12.5;6.8;16.7;0.9;1.4;2.3;11.8;2.3;0-1;16-35;.457;fev/14;.143;14-18;.778;18-49;.367;8.4;39-104;.375;1.0;3.7;7.0;;;;;;;;;;;;;
113;16.26;-;Jr;06/jul;Alex Ducas;0;Saint Mary's;WCC;33;Wing G;74.9;2.1;3.7;3.2;1.6;1.7;105.3;91.6;17.8;52.4;54.8;2.1;13.8;5.5;13.6;0.8;0.5;1.9;16.6;2.2;01/jan;39-72;.542;15-50;.300;39-48;.813;54-122;.443;10.4;65-167;.389;0.9;3.7;10.3;;;;;;;;;;;;;
114;16.29;-;Jr;06/mai;Tyree Eady;0;North Dakota St.;Sum;31;Wing G;81.7;1.6;3.0;0.9;-0.2;1.1;107.8;101.3;17.8;52.7;56.3;3.9;12.9;13.1;17.7;1.3;1.1;1.8;26.2;2.5;0-0;50-88;.568;34-78;.436;54-67;.806;84-166;.506;5.1;34-90;.378;2.4;5.0;10.3;;;;;;;;;;;;;
115;16.33;-;So;06/jun;Tyreese Davis;0;Jacksonville;ASun;26;Wing G;70.3;1.5;2.9;1.8;0.2;1.5;114.0;98.5;13.8;54.8;58.0;3.0;16.2;8.6;15.8;1.5;1.1;1.9;38.6;2.8;0-0;20-42;.476;out/22;.455;40-56;.714;30-64;.469;6.8;33-81;.407;1.4;4.6;7.9;;;;;;;;;;;;;
116;16.34;-;Sr;06/mar;Myreon Jones;64.2;Florida;SEC;33;Combo G;67.3;1.4;2.9;2.3;1.1;1.2;99.1;97.3;17.0;47.1;49.3;1.7;10.1;11.2;16.4;1.2;0.6;2.8;16.1;1.6;05/mai;15-26;.577;15-42;.357;31-42;.738;30-68;.441;12.5;62-193;.321;1.6;2.8;8.4;;;;;;;;;;;;;
117;16.34;-;Jr;06/jan;Jason Gibson;0;Towson;CAA;30;Combo G;57.8;3.1;2.5;4.5;3.3;1.2;124.6;100.4;17.2;58.5;61.8;1.5;11.4;17.6;15.7;2.1;0.2;2.3;21.2;2.8;0-0;15-27;.556;13-36;.361;41-46;.891;28-63;.444;11.8;66-154;.429;2.4;2.8;9.8;;;;;;;;;;;;;
118;16.36;-;Jr;6-0;Braden Norris;0;Loyola Chicago;MVC;32;Scoring PG;80.4;2.8;3.7;4.3;2.6;1.7;111.6;94.6;18.3;58.0;60.8;1.3;9.1;22.4;21.2;1.9;0.0;2.0;26.7;2.2;0-0;21-45;.467;18-40;.450;51-65;.785;39-85;.459;9.2;68-158;.430;3.9;2.8;10.4;;;;;;;;;;;;;
119;16.37;-;So;06/jan;Desmond Williams;0;Troy;SB;29;Combo G;53.7;0.7;1.9;-0.3;-1.2;0.9;100.9;101.4;16.0;49.7;51.9;2.0;7.9;13.6;18.6;1.2;0.9;2.5;14.4;3.5;0-0;16-27;.593;abr/14;.286;19-24;.792;20-41;.488;11.7;42-126;.333;1.4;2.0;7.0;;;;;;;;;;;;;
120;16.43;-;Sr;06/fev;PJ Pipes;0;Santa Clara;WCC;31;Combo G;72.2;2.1;2.7;-0.8;0.0;-0.8;99.8;102.3;21.4;49.7;53.4;0.3;9.1;16.0;17.6;1.4;0.2;1.7;23.7;2.4;0-0;40-71;.563;40-99;.404;61-74;.824;80-170;.471;8.4;50-142;.352;2.9;2.7;12.0;;;;;;;;;;;;;
121;16.44;-;Sr;06/ago;Isaiah Mucius;81.4;Wake Forest;ACC;34;Wing F;65.2;1.8;2.9;2.8;1.6;1.2;109.2;96.0;15.8;56.0;58.1;3.0;9.9;4.9;14.6;0.7;1.3;1.6;16.3;3.2;08/set;33-42;.786;mai/21;.238;34-42;.810;38-62;.613;11.9;71-196;.362;0.8;3.2;9.5;;;;;;;;;;;;;
122;16.48;-;Sr;05/nov;Jarrod West;0;Louisville;ACC;32;Scoring PG;69.9;1.2;2.8;1.3;-1.1;2.5;103.9;98.4;13.8;47.4;50.8;1.1;9.0;18.8;18.1;2.4;0.0;2.9;21.7;2.6;0-0;22-35;.629;out/36;.278;30-38;.789;32-71;.451;6.8;34-104;.327;2.9;2.5;6.1;;;;;;;;;;;;;
123;16.50;-;Jr;06/jan;Blaze Nield;0;Utah Valley;WAC;30;Scoring PG;66.4;1.2;2.4;-0.4;-0.7;0.3;104.5;101.4;16.2;54.5;58.0;1.5;7.6;25.3;26.9;1.9;0.3;1.5;34.0;2.8;0-0;24-43;.558;13-31;.419;40-53;.755;37-74;.500;6.0;32-82;.390;3.9;2.3;6.9;;;;;;;;;;;;;
124;16.53;-;Sr;06/jan;Jaylen Minnett;0;Missouri St.;MVC;31;Combo G;46.8;1.8;1.7;2.4;2.6;-0.2;112.0;102.2;19.3;53.4;55.0;0.0;8.1;10.4;9.3;1.9;0.4;2.3;8.6;2.3;0-0;jul/13;.538;out/33;.303;17-19;.895;17-46;.370;16.5;67-174;.385;1.2;1.4;8.6;;;;;;;;;;;;;
125;16.58;-;Jr;06/abr;Jaxon Etter;0;Georgia;SEC;31;Wing G;61.6;0.9;1.5;-1.4;-0.8;-0.7;103.1;110.6;11.9;50.8;55.0;3.9;9.5;11.2;20.7;1.4;0.7;1.4;44.1;3.8;0-0;24-41;.585;set/34;.265;37-52;.712;33-75;.440;3.1;18-43;.419;1.5;2.9;5.1;;;;;;;;;;;;;
126;16.61;-;Sr;06/jun;Austin Richie;0;Florida Gulf Coast;ASun;31;Wing F;49.7;1.1;1.3;-1.5;0.5;-2.0;112.3;109.8;14.5;51.3;53.5;3.9;11.2;3.9;8.4;1.1;1.4;1.1;10.1;2.3;01/jan;14-20;.700;jul/23;.304;18-19;.947;20-41;.488;12.9;51-147;.347;0.5;2.9;6.9;;;;;;;;;;;;;
127;16.61;-;So;06/mar;Jay Heath;44.2;Arizona St.;P12;28;Combo G;63.0;2.1;3.0;2.7;1.8;0.9;101.1;96.1;20.0;51.6;54.3;1.8;10.8;13.0;15.9;1.2;0.1;1.6;22.6;2.1;01/jan;38-74;.514;21-67;.313;42-56;.750;59-141;.418;7.9;46-107;.430;1.8;3.3;10.6;;;;;;;;;;;;;
